"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Chacko L.; Boldrini M.; Martone R.; Law S.; Martinez-Naharrro A.; Hutt D.F.; Kotecha T.; Patel R.K.; Razvi Y.; Rezk T.; Cohen O.C.; Brown J.T.; Srikantharajah M.; Ganesananthan S.; Lane T.; Lachmann H.J.; Wechalekar A.D.; Sachchithanantham S.; Mahmood S.; Whelan C.J.; Knight D.S.; Moon J.C.; Kellman P.; Gillmore J.D.; Hawkins P.N.; Fontana M.","Chacko, Liza (57210256202); Boldrini, Michele (55258660000); Martone, Raffaele (57200571622); Law, Steven (57193713823); Martinez-Naharrro, Ana (55343433500); Hutt, David F. (55985822300); Kotecha, Tushar (38661453500); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Rezk, Tamer (55985701600); Cohen, Oliver C. (57213043500); Brown, James T. (57212760167); Srikantharajah, Mukunthan (55549519800); Ganesananthan, Sharmananthan (57220863491); Lane, Thirusha (41861760800); Lachmann, Helen J. (7004915734); Wechalekar, Ashutosh D. (6506002568); Sachchithanantham, Sajitha (55621355900); Mahmood, Shameem (50361564300); Whelan, Carol J. (36647033100); Knight, Daniel S. (55589453200); Moon, James C. (57202314649); Kellman, Peter (7004851504); Gillmore, Julian D. (7003539031); Hawkins, Philip N. (35464959200); Fontana, Marianna (16306839900)","57210256202; 55258660000; 57200571622; 57193713823; 55343433500; 55985822300; 38661453500; 57210156635; 57219044558; 55985701600; 57213043500; 57212760167; 55549519800; 57220863491; 41861760800; 7004915734; 6506002568; 55621355900; 50361564300; 36647033100; 55589453200; 57202314649; 7004851504; 7003539031; 35464959200; 16306839900","Cardiac Magnetic Resonance-Derived Extracellular Volume Mapping for the Quantification of Hepatic and Splenic Amyloid","2021","Circulation: Cardiovascular Imaging","14","4","","E012506","","","28","10.1161/CIRCIMAGING.121.012506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104859547&doi=10.1161%2fCIRCIMAGING.121.012506&partnerID=40&md5=452f69c61239159710ddf469502bfe1a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85104859547"
"Gill J.S.; Fontana M.; Knight D.; Kalra S.S.","Gill, Jaspal Singh (55652799900); Fontana, Marianna (16306839900); Knight, Daniel (55589453200); Kalra, Sundeep Singh (46761159400)","55652799900; 16306839900; 55589453200; 46761159400","A case report of eosinophilic granulomatosis and polyangiitis myocarditis presenting as ST elevation myocardial infarction and showing positive response to immunotherapy","2019","European Heart Journal - Case Reports","3","4","","","","","3","10.1093/ehjcr/ytz161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079468598&doi=10.1093%2fehjcr%2fytz161&partnerID=40&md5=538668ed80155ce359411634bd4c1726","Article","Final","","Scopus","2-s2.0-85079468598"
"Chacko L.; Kotecha T.; Ioannou A.; Patel N.; Martinez-Naharro A.; Razvi Y.; Patel R.; Massa P.; Venneri L.; Brown J.; Porcari A.; Knott K.; Manisty C.; Knight D.; Lockie T.; Rakhit R.; Lachmann H.; Wechelakar A.; Whelan C.; Ponticos M.; Moon J.; González A.; Gilbertson J.; Riefolo M.; Leone O.; Xue H.; Hawkins P.; Kellman P.; Gillmore J.; Fontana M.","Chacko, Liza (57210256202); Kotecha, Tushar (38661453500); Ioannou, Adam (57188664278); Patel, Niket (55618205500); Martinez-Naharro, Ana (55343433500); Razvi, Yousuf (57219044558); Patel, Rishi (57210156635); Massa, Paolo (57225010842); Venneri, Lucia (6506276972); Brown, James (57212760167); Porcari, Aldostefano (57201271007); Knott, Kristopher (57202865988); Manisty, Charlotte (6504025861); Knight, Daniel (55589453200); Lockie, Tim (16230845400); Rakhit, Roby (6603035925); Lachmann, Helen (7004915734); Wechelakar, Ashutosh (57347924300); Whelan, Carol (36647033100); Ponticos, Markella (6602769002); Moon, James (57202314649); González, Arantxa (57191823224); Gilbertson, Janet (7005657127); Riefolo, Mattia (57200551144); Leone, Ornella (7004143746); Xue, Hui (52365249300); Hawkins, Philip (35464959200); Kellman, Peter (7004851504); Gillmore, Julian (7003539031); Fontana, Marianna (16306839900)","57210256202; 38661453500; 57188664278; 55618205500; 55343433500; 57219044558; 57210156635; 57225010842; 6506276972; 57212760167; 57201271007; 57202865988; 6504025861; 55589453200; 16230845400; 6603035925; 7004915734; 57347924300; 36647033100; 6602769002; 57202314649; 57191823224; 7005657127; 57200551144; 7004143746; 52365249300; 35464959200; 7004851504; 7003539031; 16306839900","Myocardial perfusion in cardiac amyloidosis","2024","European Journal of Heart Failure","26","3","","598","609","11","19","10.1002/ejhf.3137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182868443&doi=10.1002%2fejhf.3137&partnerID=40&md5=d7f6072e5baf451f875ddade77ed74df","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85182868443"
"Vreeburg Y.L.; Knight D.S.; Coghlan J.G.; Ong V.H.; Denton C.P.","Vreeburg, Yumiko L (58543970300); Knight, Daniel S (55589453200); Coghlan, John G (35393553500); Ong, Voon H (8398311200); Denton, Christopher P (7006031021)","58543970300; 55589453200; 35393553500; 8398311200; 7006031021","Recurrent episodes of Takotsubo cardiomyopathy in systemic sclerosis","2024","Journal of Scleroderma and Related Disorders","9","1","","NP7","NP11","4","0","10.1177/23971983231188824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168440355&doi=10.1177%2f23971983231188824&partnerID=40&md5=f39ea66d8043020d63aefa030714f6dc","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85168440355"
"Kowalik G.T.; Knight D.; Steeden J.A.; Muthurangu V.","Kowalik, Grzegorz Tomasz (6602362169); Knight, Daniel (55589453200); Steeden, Jennifer Anne (36605240600); Muthurangu, Vivek (7801671480)","6602362169; 55589453200; 36605240600; 7801671480","Perturbed spiral real-time phase-contrast MR with compressive sensing reconstruction for assessment of flow in children","2020","Magnetic Resonance in Medicine","83","6","","2077","2091","14","19","10.1002/mrm.28065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074830347&doi=10.1002%2fmrm.28065&partnerID=40&md5=f788913c52825b74f837ee2922c3be44","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85074830347"
"Kotecha T.; Knight D.S.; Razvi Y.; Kumar K.; Vimalesvaran K.; Thornton G.; Patel R.; Chacko L.; Brown J.T.; Coyle C.; Leith D.; Shetye A.; Ariff B.; Bell R.; Captur G.; Coleman M.; Goldring J.; Gopalan D.; Heightman M.; Hillman T.; Howard L.; Jacobs M.; Jeetley P.S.; Kanagaratnam P.; Kon O.M.; Lamb L.E.; Manisty C.H.; Mathurdas P.; Mayet J.; Negus R.; Patel N.; Pierce I.; Russell G.; Wolff A.; Xue H.; Kellman P.; Moon J.C.; Treibel T.A.; Cole G.D.; Fontana M.","Kotecha, Tushar (38661453500); Knight, Daniel S (55589453200); Razvi, Yousuf (57219044558); Kumar, Kartik (55935578800); Vimalesvaran, Kavitha (55625550800); Thornton, George (57204675230); Patel, Rishi (57210156635); Chacko, Liza (57210256202); Brown, James T (57212760167); Coyle, Clare (57204620404); Leith, Donald (58588746800); Shetye, Abhishek (57189903814); Ariff, Ben (6603095428); Bell, Robert (57213808377); Captur, Gabriella (6506837383); Coleman, Meg (57222750076); Goldring, James (25027606200); Gopalan, Deepa (23392407100); Heightman, Melissa (57217978295); Hillman, Toby (55760471200); Howard, Luke (8056207000); Jacobs, Michael (36848322200); Jeetley, Paramjit S (8434302300); Kanagaratnam, Prapa (6603807270); Kon, Onn Min (57189021157); Lamb, Lucy E (18536060000); Manisty, Charlotte H (6504025861); Mathurdas, Palmira (55279735600); Mayet, Jamil (7006017382); Negus, Rupert (6603024058); Patel, Niket (55618205500); Pierce, Iain (57224133548); Russell, Georgina (56328435600); Wolff, Anthony (7102453899); Xue, Hui (52365249300); Kellman, Peter (7004851504); Moon, James C (57202314649); Treibel, Thomas A (15754511800); Cole, Graham D (36623430500); Fontana, Marianna (16306839900)","38661453500; 55589453200; 57219044558; 55935578800; 55625550800; 57204675230; 57210156635; 57210256202; 57212760167; 57204620404; 58588746800; 57189903814; 6603095428; 57213808377; 6506837383; 57222750076; 25027606200; 23392407100; 57217978295; 55760471200; 8056207000; 36848322200; 8434302300; 6603807270; 57189021157; 18536060000; 6504025861; 55279735600; 7006017382; 6603024058; 55618205500; 57224133548; 56328435600; 7102453899; 52365249300; 7004851504; 57202314649; 15754511800; 36623430500; 16306839900","Patterns of myocardial injury in recovered troponin-positive COVID-19 patients assessed by cardiovascular magnetic resonance","2021","European Heart Journal","42","19","","1866","1878","12","300","10.1093/eurheartj/ehab075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104107576&doi=10.1093%2feurheartj%2fehab075&partnerID=40&md5=3787b9a3e073d595b10cb155271d71d3","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85104107576"
"Zumbo G.; Barton S.V.; Thompson D.; Sun M.; Abdel-Gadir A.; Treibel T.A.; Knight D.; Martinez-Naharro A.; Thirusha L.; Gillmore J.D.; Moon J.C.; Hawkins P.N.; Fontana M.","Zumbo, Giulia (57193211591); Barton, Sharon V. (56714963000); Thompson, Douglas (57193231972); Sun, Min (57202311466); Abdel-Gadir, Amna (56528300800); Treibel, Thomas A. (15754511800); Knight, Daniel (55589453200); Martinez-Naharro, Ana (55343433500); Thirusha, Lane (57202306308); Gillmore, Julian D. (7003539031); Moon, James C. (57202314649); Hawkins, Philip N. (35464959200); Fontana, Marianna (16306839900)","57193211591; 56714963000; 57193231972; 57202311466; 56528300800; 15754511800; 55589453200; 55343433500; 57202306308; 7003539031; 57202314649; 35464959200; 16306839900","Extracellular volume with bolus-only technique in amyloidosis patients: Diagnostic accuracy, correlation with other clinical cardiac measures, and ability to track changes in amyloid load over time","2018","Journal of Magnetic Resonance Imaging","47","6","","1677","1684","7","7","10.1002/jmri.25907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047821026&doi=10.1002%2fjmri.25907&partnerID=40&md5=96191f566285875488d715231f8f3cc1","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85047821026"
"Steeden J.A.; Knight D.S.; Bali S.; Atkinson D.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Knight, Daniel S. (55589453200); Bali, Shreya (40260979900); Atkinson, David (57216116485); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 55589453200; 40260979900; 57216116485; 57195810900; 7801671480","Self-navigated tissue phase mapping using a golden-angle spiral acquisition - Proof of concept in patients with pulmonary hypertension","2014","Magnetic Resonance in Medicine","71","1","","145","155","10","22","10.1002/mrm.24646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890795176&doi=10.1002%2fmrm.24646&partnerID=40&md5=4ea15caaa050fab7b6891bde96ba176a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84890795176"
"Baggiano A.; Boldrini M.; Martinez-Naharro A.; Kotecha T.; Petrie A.; Rezk T.; Gritti M.; Quarta C.; Knight D.S.; Wechalekar A.D.; Lachmann H.J.; Perlini S.; Pontone G.; Moon J.C.; Kellman P.; Gillmore J.D.; Hawkins P.N.; Fontana M.","Baggiano, Andrea (57210310775); Boldrini, Michele (55258660000); Martinez-Naharro, Ana (55343433500); Kotecha, Tushar (38661453500); Petrie, Aviva (35974110300); Rezk, Tamer (55985701600); Gritti, Maurizio (57211574081); Quarta, Cristina (57347613400); Knight, Daniel S. (55589453200); Wechalekar, Ashutosh D. (6506002568); Lachmann, Helen J. (7004915734); Perlini, Stefano (7003461147); Pontone, Gianluca (8342393600); Moon, James C. (57202314649); Kellman, Peter (7004851504); Gillmore, Julian D. (7003539031); Hawkins, Philip N. (35464959200); Fontana, Marianna (16306839900)","57210310775; 55258660000; 55343433500; 38661453500; 35974110300; 55985701600; 57211574081; 57347613400; 55589453200; 6506002568; 7004915734; 7003461147; 8342393600; 57202314649; 7004851504; 7003539031; 35464959200; 16306839900","The Authors Reply:","2020","JACC: Cardiovascular Imaging","13","5","","1294","1295","1","1","10.1016/j.jcmg.2020.02.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083584420&doi=10.1016%2fj.jcmg.2020.02.024&partnerID=40&md5=941000767e34fd7e88d911f0270088be","Letter","Final","","Scopus","2-s2.0-85083584420"
"Sharma V.; Alderton S.; McNamara H.; Steeds R.; Bradlow W.; Chenzbraun A.; Oxborough D.; Mathew T.; Jones R.; Wheeler R.; Sandoval J.; Lloyd G.; O'Gallagher K.; Knight D.; Ring L.; Collins K.; O'Keeffe N.; Fletcher N.; Harkness A.; Rana B.","Sharma, Vishal (55588044000); Alderton, Susan (56037360100); McNamara, Helen (55552896000); Steeds, Richard (57189931631); Bradlow, Will (12806637700); Chenzbraun, Adrian (6603816548); Oxborough, David (9634154900); Mathew, Thomas (59057782600); Jones, Richard (59632246900); Wheeler, Richard (36874290500); Sandoval, Julie (37031930400); Lloyd, Guy (55645073800); O'Gallagher, Kevin (23474300900); Knight, Daniel (55589453200); Ring, Liam (37075788600); Collins, Katherine (57194876137); O'Keeffe, Niall (6506455579); Fletcher, Nick (56050468500); Harkness, Allan (53866379300); Rana, Bushra (36801404600)","55588044000; 56037360100; 55552896000; 57189931631; 12806637700; 6603816548; 9634154900; 59057782600; 59632246900; 36874290500; 37031930400; 55645073800; 23474300900; 55589453200; 37075788600; 57194876137; 6506455579; 56050468500; 53866379300; 36801404600","A safety checklist for transoesophageal echocardiography from the British Society of Echocardiography and the Association of Cardiothoracic Anaesthetists","2015","Echo Research and Practice","2","4","","G25","G27","2","11","10.1530/ERP-15-0035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020140180&doi=10.1530%2fERP-15-0035&partnerID=40&md5=2649090dfc92db83b73d1f5022df0ca5","Review","Final","","Scopus","2-s2.0-85020140180"
"Jaubert O.; Pascale M.; Montalt-Tordera J.; Akesson J.; Virsinskaite R.; Knight D.; Arridge S.; Steeden J.; Muthurangu V.","Jaubert, Olivier (48461323600); Pascale, Michele (57940605000); Montalt-Tordera, Javier (57204789341); Akesson, Julius (57571699200); Virsinskaite, Ruta (58539561200); Knight, Daniel (55589453200); Arridge, Simon (7005759823); Steeden, Jennifer (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57940605000; 57204789341; 57571699200; 58539561200; 55589453200; 7005759823; 36605240600; 7801671480","Training deep learning based dynamic MR image reconstruction using open-source natural videos","2024","Scientific Reports","14","1","11774","","","","2","10.1038/s41598-024-62294-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194127703&doi=10.1038%2fs41598-024-62294-7&partnerID=40&md5=5ff77cd501168aa2ed1bbf288fabf2f5","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85194127703"
"Moody W.E.; Turvey-Haigh L.; Knight D.; Coats C.J.; Cooper R.M.; Schofield R.; Robinson S.; Harkness A.; Oxborough D.L.; Gillmore J.D.; Whelan C.; Augustine D.X.; Fontana M.; Steeds R.P.","Moody, William E. (36806699500); Turvey-Haigh, Lauren (58555627000); Knight, Daniel (55589453200); Coats, Caroline J. (25027144700); Cooper, Robert M. (55247239600); Schofield, Rebecca (57204353382); Robinson, Shaun (57194873880); Harkness, Allan (53866379300); Oxborough, David L. (9634154900); Gillmore, Julian D. (7003539031); Whelan, Carol (36647033100); Augustine, Daniel X. (57196650846); Fontana, Marianna (16306839900); Steeds, Richard P. (57189931631)","36806699500; 58555627000; 55589453200; 25027144700; 55247239600; 57204353382; 57194873880; 53866379300; 9634154900; 7003539031; 36647033100; 57196650846; 16306839900; 57189931631","British Society of Echocardiography guideline for the transthoracic echocardiographic assessment of cardiac amyloidosis","2023","Echo Research and Practice","10","1","13","","","","14","10.1186/s44156-023-00028-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169169492&doi=10.1186%2fs44156-023-00028-7&partnerID=40&md5=42e7ce85063605a952e9d18a4dbad3fc","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85169169492"
"Ioannou A.; Patel R.K.; Razvi Y.; Porcari A.; Knight D.; Martinez-Naharro A.; Kotecha T.; Venneri L.; Chacko L.; Brown J.; Manisty C.; Moon J.; Wisniowski B.; Lachmann H.; Wechelakar A.; Whelan C.; Kellman P.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Ioannou, Adam (57188664278); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Knight, Daniel (55589453200); Martinez-Naharro, Ana (55343433500); Kotecha, Tushar (38661453500); Venneri, Lucia (6506276972); Chacko, Liza (57210256202); Brown, James (57212760167); Manisty, Charlotte (6504025861); Moon, James (57202314649); Wisniowski, Brendan (43462252700); Lachmann, Helen (7004915734); Wechelakar, Ashutosh (57347924300); Whelan, Carol (36647033100); Kellman, Peter (7004851504); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57188664278; 57210156635; 57219044558; 57201271007; 55589453200; 55343433500; 38661453500; 6506276972; 57210256202; 57212760167; 6504025861; 57202314649; 43462252700; 7004915734; 57347924300; 36647033100; 7004851504; 35464959200; 7003539031; 16306839900","Multi-Imaging Characterization of Cardiac Phenotype in Different Types of Amyloidosis","2023","JACC: Cardiovascular Imaging","16","4","","464","477","13","39","10.1016/j.jcmg.2022.07.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148103905&doi=10.1016%2fj.jcmg.2022.07.008&partnerID=40&md5=9ffbd6d6452cb2fccc8a3a2f383939f5","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85148103905"
"Thomson R.J.; Singh A.; Knight D.S.; Buckley J.; Lamb L.E.; Captur G.","Thomson, Ross J. (57219780243); Singh, Animesh (57209099295); Knight, Daniel S. (55589453200); Buckley, Jim (57212796994); Lamb, Lucy E. (18536060000); Captur, Gabriella (6506837383)","57219780243; 57209099295; 55589453200; 57212796994; 18536060000; 6506837383","Anakinra treats fulminant myocarditis from Neisseria meningitidis septicaemia and haemophagocytic lymphohistiocytosis: A case report","2021","European Heart Journal - Case Reports","5","6","ytab201","","","","5","10.1093/ehjcr/ytab201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110322893&doi=10.1093%2fehjcr%2fytab201&partnerID=40&md5=bdbe12ee1dc7e55e94d072179debc881","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85110322893"
"Bandera F.; Martone R.; Chacko L.; Ganesananthan S.; Gilbertson J.A.; Ponticos M.; Lane T.; Martinez-Naharro A.; Whelan C.; Quarta C.; Rowczenio D.; Patel R.; Razvi Y.; Lachmann H.; Wechelakar A.; Brown J.; Knight D.; Moon J.; Petrie A.; Cappelli F.; Guazzi M.; Potena L.; Rapezzi C.; Leone O.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Bandera, Francesco (55325767500); Martone, Raffaele (57200571622); Chacko, Liza (57210256202); Ganesananthan, Sharmananthan (57220863491); Gilbertson, Janet A. (7005657127); Ponticos, Markella (6602769002); Lane, Thirusha (41861760800); Martinez-Naharro, Ana (55343433500); Whelan, Carol (36647033100); Quarta, Cristina (56619484400); Rowczenio, Dorota (14012189400); Patel, Rishi (57210156635); Razvi, Yousuf (57219044558); Lachmann, Helen (7004915734); Wechelakar, Ashutosh (57347924300); Brown, James (57212760167); Knight, Daniel (55589453200); Moon, James (57202314649); Petrie, Aviva (35974110300); Cappelli, Francesco (11541161800); Guazzi, Marco (7102760456); Potena, Luciano (6602877926); Rapezzi, Claudio (7005883289); Leone, Ornella (7004143746); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","55325767500; 57200571622; 57210256202; 57220863491; 7005657127; 6602769002; 41861760800; 55343433500; 36647033100; 56619484400; 14012189400; 57210156635; 57219044558; 7004915734; 57347924300; 57212760167; 55589453200; 57202314649; 35974110300; 11541161800; 7102760456; 6602877926; 7005883289; 7004143746; 35464959200; 7003539031; 16306839900","Clinical Importance of Left Atrial Infiltration in Cardiac Transthyretin Amyloidosis","2022","JACC: Cardiovascular Imaging","15","1","","17","29","12","116","10.1016/j.jcmg.2021.06.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121440347&doi=10.1016%2fj.jcmg.2021.06.022&partnerID=40&md5=cee208e2fd6d1a6c650fe2086cc06d59","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85121440347"
"Quail M.A.; Knight D.S.; Steeden J.A.; Taelman L.; Moledina S.; Taylor A.M.; Segers P.; Coghlan J.G.; Muthurangu V.","Quail, Michael A (35380885000); Knight, Daniel S (55589453200); Steeden, Jennifer A. (36605240600); Taelman, Liesbeth (54975358000); Moledina, Shahin (23985897400); Taylor, Andrew M. (57195810900); Segers, Patrick (7005378428); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","35380885000; 55589453200; 36605240600; 54975358000; 23985897400; 57195810900; 7005378428; 35393553500; 7801671480","Noninvasive pulmonary artery wave intensity analysis in pulmonary hypertension","2015","American Journal of Physiology - Heart and Circulatory Physiology","308","12","","H1603","H1611","8","60","10.1152/ajpheart.00480.2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931049362&doi=10.1152%2fajpheart.00480.2014&partnerID=40&md5=089fb56d8e78b50367e37a063e83c263","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84931049362"
"Karia N.; Howard L.; Johnson M.; Kiely D.G.; Lordan J.; McCabe C.; Pepke-Zaba J.; Ong R.; Preiss M.; Knight D.; Muthurangu V.; Coghlan J.G.","Karia, Nina (37122124800); Howard, Luke (58330010600); Johnson, Martin (55723901700); Kiely, David G. (34771006600); Lordan, James (6603077452); McCabe, Colm (55821937100); Pepke-Zaba, Joanna (6602812701); Ong, Rose (57327066000); Preiss, Michael (59840895000); Knight, Daniel (55589453200); Muthurangu, Vivek (7801671480); Coghlan, J. Gerry (35393553500)","37122124800; 58330010600; 55723901700; 34771006600; 6603077452; 55821937100; 6602812701; 57327066000; 59840895000; 55589453200; 7801671480; 35393553500","Predictors of outcomes in mild pulmonary hypertension according to 2022 ESC/ERS Guidelines: the EVIDENCE-PAH UK study","2023","European Heart Journal","44","44","","4678","4691","13","22","10.1093/eurheartj/ehad532","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175494971&doi=10.1093%2feurheartj%2fehad532&partnerID=40&md5=17ef9eacdbe62fd253af37303eb6eabc","Article","Final","","Scopus","2-s2.0-85175494971"
"Kotecha T.; Martinez-Naharro A.; Yoowannakul S.; Lambe T.; Rezk T.; Knight D.S.; Hawkins P.N.; Moon J.C.; Muthurangu V.; Kellman P.; Rakhit R.D.; Gillmore J.D.; Jeetley P.; Davenport A.; Fontana M.","Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Yoowannakul, Suree (57195753742); Lambe, Tabitha (57205672747); Rezk, Tamer (55985701600); Knight, Daniel S. (55589453200); Hawkins, Philip N. (35464959200); Moon, James C. (57202314649); Muthurangu, Vivek (7801671480); Kellman, Peter (7004851504); Rakhit, Roby D. (6603035925); Gillmore, Julian D. (7003539031); Jeetley, Paramjit (8434302300); Davenport, Andrew (55437680000); Fontana, Marianna (16306839900)","38661453500; 55343433500; 57195753742; 57205672747; 55985701600; 55589453200; 35464959200; 57202314649; 7801671480; 7004851504; 6603035925; 7003539031; 8434302300; 55437680000; 16306839900","Acute changes in cardiac structural and tissue characterisation parameters following haemodialysis measured using cardiovascular magnetic resonance","2019","Scientific Reports","9","1","1388","","","","29","10.1038/s41598-018-37845-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061027013&doi=10.1038%2fs41598-018-37845-4&partnerID=40&md5=f5fd4da8f9905e539f685659da08ac84","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061027013"
"Patel R.K.; Ioannou A.; Razvi Y.; Chacko L.; Venneri L.; Bandera F.; Knight D.; Kotecha T.; Martinez-Naharro A.; Masi A.; Porcari A.; Brown J.; Patel K.; Manisty C.; Moon J.; Rowczenio D.; Gilbertson J.A.; Sinagra G.; Lachmann H.; Wechalekar A.; Petrie A.; Whelan C.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Patel, Rishi K. (57210156635); Ioannou, Adam (57188664278); Razvi, Yousuf (57219044558); Chacko, Liza (57210256202); Venneri, Lucia (6506276972); Bandera, Francesco (55325767500); Knight, Daniel (55589453200); Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Masi, Ambra (57718446200); Porcari, Aldostefano (57201271007); Brown, James (57212760167); Patel, Kiara (57845175900); Manisty, Charlotte (6504025861); Moon, James (57202314649); Rowczenio, Dorota (14012189400); Gilbertson, Janet A. (7005657127); Sinagra, Gianfranco (7005062509); Lachmann, Helen (7004915734); Wechalekar, Ashutosh (6506002568); Petrie, Aviva (35974110300); Whelan, Carol (36647033100); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57210156635; 57188664278; 57219044558; 57210256202; 6506276972; 55325767500; 55589453200; 38661453500; 55343433500; 57718446200; 57201271007; 57212760167; 57845175900; 6504025861; 57202314649; 14012189400; 7005657127; 7005062509; 7004915734; 6506002568; 35974110300; 36647033100; 35464959200; 7003539031; 16306839900","Sex differences among patients with transthyretin amyloid cardiomyopathy – from diagnosis to prognosis","2022","European Journal of Heart Failure","24","12","","2355","2363","8","58","10.1002/ejhf.2646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135901257&doi=10.1002%2fejhf.2646&partnerID=40&md5=f718c9252bd4b5effc1b6a5592805887","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85135901257"
"Bulluck H.; Rosmini S.; Abdel-Gadir A.; Bhuva A.N.; Treibel T.A.; Fontana M.; Knight D.S.; Nordin S.; Sirker A.; Herrey A.S.; Manisty C.; Moon J.C.; Hausenloy D.J.","Bulluck, Heerajnarain (53981151600); Rosmini, Stefania (35620856500); Abdel-Gadir, Amna (56528300800); Bhuva, Anish N. (34970790200); Treibel, Thomas A. (15754511800); Fontana, Marianna (16306839900); Knight, Daniel S. (55589453200); Nordin, Sabrina (57190741709); Sirker, Alex (24077375900); Herrey, Anna S. (26534328000); Manisty, Charlotte (6504025861); Moon, James C. (7403231345); Hausenloy, Derek J. (6602976997)","53981151600; 35620856500; 56528300800; 34970790200; 15754511800; 16306839900; 55589453200; 57190741709; 24077375900; 26534328000; 6504025861; 7403231345; 6602976997","Redefining viability by cardiovascular magnetic resonance in acute ST-segment elevation myocardial infarction","2017","Scientific Reports","7","1","14676","","","","11","10.1038/s41598-017-15353-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033468078&doi=10.1038%2fs41598-017-15353-1&partnerID=40&md5=aff83d8aa526321e634fb15d086b6fef","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85033468078"
