"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Wang Y.; Muthurangu V.; Wurdemann H.A.","Wang, Yaxi (58761681700); Muthurangu, Vivek (7801671480); Wurdemann, Helge A (35119695800)","58761681700; 7801671480; 35119695800","Toward Autonomous Pulmonary Artery Catheterization: A Learning-based Robotic Navigation System","2023","Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS","","","","","","","3","10.1109/EMBC40787.2023.10340140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179650558&doi=10.1109%2fEMBC40787.2023.10340140&partnerID=40&md5=04ce4db749f7b3d61a6439666a24b820","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85179650558"
"Wade K.H.; Chiesa S.T.; Hughes A.D.; Chaturvedi N.; Charakida M.; Rapala A.; Muthurangu V.; Khan T.; Finer N.; Sattar N.; Howe L.D.; Fraser A.; Lawlor D.A.; Davey Smith G.; Deanfield J.E.; Timpson N.J.","Wade, Kaitlin H. (54581733500); Chiesa, Scott T. (56190407900); Hughes, Alun D. (57207789660); Chaturvedi, Nish (7005513520); Charakida, Marietta (8528765700); Rapala, Alicja (55212114200); Muthurangu, Vivek (7801671480); Khan, Tauseef (59845804000); Finer, Nicholas (35461137000); Sattar, Naveed (7007043802); Howe, Laura D. (14630195700); Fraser, Abigail (55770838500); Lawlor, Debbie A. (7102452820); Davey Smith, George (35354080500); Deanfield, John E. (7004333788); Timpson, Nicholas J. (35355373400)","54581733500; 56190407900; 57207789660; 7005513520; 8528765700; 55212114200; 7801671480; 59845804000; 35461137000; 7007043802; 14630195700; 55770838500; 7102452820; 35354080500; 7004333788; 35355373400","Assessing the Causal Role of Body Mass Index on Cardiovascular Health in Young Adults: Mendelian Randomization and Recall-by-Genotype Analyses","2018","Circulation","138","20","","2187","2201","14","58","10.1161/CIRCULATIONAHA.117.033278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054148811&doi=10.1161%2fCIRCULATIONAHA.117.033278&partnerID=40&md5=8de5a3c6de2edba20e8d24664766af25","Article","Final","","Scopus","2-s2.0-85054148811"
"Quail M.A.; Muthurangu V.; Taylor A.M.","Quail, Michael A. (35380885000); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900)","35380885000; 7801671480; 57195810900","Tetralogy of Fallot","2023","Magnetic Resonance Imaging of Congenital Heart Disease","","","","147","165","18","0","10.1007/978-3-031-29235-4_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194015258&doi=10.1007%2f978-3-031-29235-4_9&partnerID=40&md5=95f0441f4cd8c01a974dec61caed5944","Book chapter","Final","","Scopus","2-s2.0-85194015258"
"Chiesa S.T.; Charakida M.; Georgiopoulos G.; Dangardt F.; Wade K.H.; Rapala A.; Bhowruth D.J.; Nguyen H.C.; Muthurangu V.; Shroff R.; Davey Smith G.; Lawlor D.A.; Sattar N.; Timpson N.J.; Hughes A.D.; Deanfield J.E.","Chiesa, Scott T. (56190407900); Charakida, Marietta (8528765700); Georgiopoulos, Georgios (57188877741); Dangardt, Frida (14017681400); Wade, Kaitlin H. (54581733500); Rapala, Alicja (55212114200); Bhowruth, Devina J. (55212324000); Nguyen, Helen C. (57193527899); Muthurangu, Vivek (7801671480); Shroff, Rukshana (22956754100); Davey Smith, George (35354080500); Lawlor, Debbie A. (7102452820); Sattar, Naveed (7007043802); Timpson, Nicholas J. (35355373400); Hughes, Alun D. (57207789660); Deanfield, John E. (7004333788)","56190407900; 8528765700; 57188877741; 14017681400; 54581733500; 55212114200; 55212324000; 57193527899; 7801671480; 22956754100; 35354080500; 7102452820; 7007043802; 35355373400; 57207789660; 7004333788","Determinants of Intima-Media Thickness in the Young: The ALSPAC Study","2021","JACC: Cardiovascular Imaging","14","2","","468","478","10","63","10.1016/j.jcmg.2019.08.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073239619&doi=10.1016%2fj.jcmg.2019.08.026&partnerID=40&md5=e58516d418460136d9c20d60519ca28f","Article","Final","","Scopus","2-s2.0-85073239619"
"Cheang M.H.; Kowalik G.T.; Quail M.A.; Steeden J.A.; Hothi D.; Tullus K.; Muthurangu V.","Cheang, Mun H. (56976091500); Kowalik, Gregorz T. (6602362169); Quail, Michael A. (35380885000); Steeden, Jennifer A. (36605240600); Hothi, Daljit (13604772600); Tullus, Kjell (16409790600); Muthurangu, Vivek (7801671480)","56976091500; 6602362169; 35380885000; 36605240600; 13604772600; 16409790600; 7801671480","The cardiovascular phenotype of childhood hypertension: a cardiac magnetic resonance study","2019","Pediatric Radiology","49","6","","727","736","9","6","10.1007/s00247-019-04393-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065341820&doi=10.1007%2fs00247-019-04393-6&partnerID=40&md5=0082d6efcc9bbe19ba594a6869c5d533","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85065341820"
"Jiang Y.; Yao T.; Paliwal N.; Knight D.; Punjabi K.; Steeden J.; Hughes A.D.; Muthurangu V.; Davies R.","Jiang, Yue (58681466100); Yao, Tina (58161103900); Paliwal, Nikhil (56578312200); Knight, Daniel (55589453200); Punjabi, Karan (57392659400); Steeden, Jennifer (36605240600); Hughes, Alun D. (57207789660); Muthurangu, Vivek (7801671480); Davies, Rhodri (57198821565)","58681466100; 58161103900; 56578312200; 55589453200; 57392659400; 36605240600; 57207789660; 7801671480; 57198821565","Fully automated measurement of aortic pulse wave velocity from routine cardiac MRI studies","2025","Magnetic Resonance Imaging","122","","110442","","","","0","10.1016/j.mri.2025.110442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008044484&doi=10.1016%2fj.mri.2025.110442&partnerID=40&md5=f7411a2ec6d3ca825e7bec4cde1b4ce7","Article","Final","","Scopus","2-s2.0-105008044484"
"Muthurangu V.","Muthurangu, Vivek (7801671480)","7801671480","Cardiovascular Magnetic Resonance in Congenital Heart Disease: Focus on Heart Failure","2021","Heart Failure Clinics","17","1","","157","165","8","6","10.1016/j.hfc.2020.08.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096469833&doi=10.1016%2fj.hfc.2020.08.012&partnerID=40&md5=f2edf68a9ba616272f7c728e2c201971","Review","Final","","Scopus","2-s2.0-85096469833"
"Femia G.; Zhu D.; Choudhary P.; Ross S.B.; Muthurangu V.; Richmond D.; Celermajer D.S.; Semsarian C.; Puranik R.","Femia, Giuseppe (12767242100); Zhu, Danyi (57193063329); Choudhary, Preeti (55549844900); Ross, Samantha B. (57191645618); Muthurangu, Vivek (7801671480); Richmond, David (7102094898); Celermajer, David S. (7005533405); Semsarian, Christopher (6603828606); Puranik, Rajesh (11139015400)","12767242100; 57193063329; 55549844900; 57191645618; 7801671480; 7102094898; 7005533405; 6603828606; 11139015400","Long term clinical outcomes associated with CMR quantified isolated left ventricular non-compaction in adults","2021","International Journal of Cardiology","328","","","235","240","5","9","10.1016/j.ijcard.2020.12.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097756004&doi=10.1016%2fj.ijcard.2020.12.017&partnerID=40&md5=42e8e6b97871f22a9806e8724d6edf43","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85097756004"
"Montalt-Tordera J.; Steeden J.A.; Muthurangu V.","Montalt-Tordera, Javier (57204789341); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480)","57204789341; 36605240600; 7801671480","Editorial for “Automatic Time-Resolved Cardiovascular Segmentation of 4D Flow MRI Using Deep Learning”","2023","Journal of Magnetic Resonance Imaging","57","1","","204","205","1","0","10.1002/jmri.28220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129241344&doi=10.1002%2fjmri.28220&partnerID=40&md5=0ae4f4752220fb9159901dd6936a3e68","Editorial","Final","","Scopus","2-s2.0-85129241344"
"Hudson L.D.; Al-Khairulla H.; Maicoo M.; Borja M.C.; Rapala A.; Viner R.; Nicholls D.; Taylor A.; Muthurangu V.; Hughes A.","Hudson, Lee D. (36522974400); Al-Khairulla, Hind (38960898500); Maicoo, Matthew (58493132000); Borja, Mario Cortina (26643625100); Rapala, Alicja (55212114200); Viner, Russell (7005899067); Nicholls, Dasha (57415879300); Taylor, Andrew (59108641800); Muthurangu, Vivek (7801671480); Hughes, Alun (57207789660)","36522974400; 38960898500; 58493132000; 26643625100; 55212114200; 7005899067; 57415879300; 59108641800; 7801671480; 57207789660","Pulse wave velocity during re-feeding and with weight gain in underweight female adolescents with anorexia nervosa","2023","Journal of Human Hypertension","37","12","","1126","1128","2","0","10.1038/s41371-023-00848-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165218834&doi=10.1038%2fs41371-023-00848-4&partnerID=40&md5=60f7d47778453529b4b09a834ee44fea","Letter","Final","","Scopus","2-s2.0-85165218834"
"Montalt-Tordera J.; Muthurangu V.; Hauptmann A.; Steeden J.A.","Montalt-Tordera, Javier (57204789341); Muthurangu, Vivek (7801671480); Hauptmann, Andreas (56180904900); Steeden, Jennifer Anne (36605240600)","57204789341; 7801671480; 56180904900; 36605240600","Machine learning in Magnetic Resonance Imaging: Image reconstruction","2021","Physica Medica","83","","","79","87","8","44","10.1016/j.ejmp.2021.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102270001&doi=10.1016%2fj.ejmp.2021.02.020&partnerID=40&md5=34e5d56b587b835da45bd5e05e1f7887","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85102270001"
"Ntsinjana H.N.; Tann O.; Hughes M.; Derrick G.; Secinaro A.; Schievano S.; Muthurangu V.; Taylor A.M.","Ntsinjana, Hopewell N. (53866882200); Tann, Oliver (24339325500); Hughes, Marina (7402467863); Derrick, Graham (35511751900); Secinaro, Aurelio (53867270200); Schievano, Silvia (13410386200); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900)","53866882200; 24339325500; 7402467863; 35511751900; 53867270200; 13410386200; 7801671480; 57195810900","Utility of adenosine stress perfusion CMR to assess paediatric coronary artery disease","2017","European Heart Journal Cardiovascular Imaging","18","8","","898","905","7","29","10.1093/ehjci/jew151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037719173&doi=10.1093%2fehjci%2fjew151&partnerID=40&md5=63141f5df3b56f315851928291934fe3","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85037719173"
"Knight D.S.; Schwaiger J.P.; Krupickova S.; Davar J.; Muthurangu V.; Coghlan J.G.","Knight, Daniel S. (55589453200); Schwaiger, Johannes P. (14052989000); Krupickova, Sylvia (33667688400); Davar, Joseph (6507903916); Muthurangu, Vivek (7801671480); Coghlan, J. Gerry (35393553500)","55589453200; 14052989000; 33667688400; 6507903916; 7801671480; 35393553500","Accuracy and Test-Retest Reproducibility of Two-Dimensional Knowledge-Based Volumetric Reconstruction of the Right Ventricle in Pulmonary Hypertension","2015","Journal of the American Society of Echocardiography","28","8","","989","998","9","19","10.1016/j.echo.2015.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938546753&doi=10.1016%2fj.echo.2015.02.020&partnerID=40&md5=20c88650b95f312dfab748ac06731bc5","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84938546753"
"Lurz P.; Muthurangu V.; Schievano S.; Nordmeyer J.; Bonhoeffer P.; Taylor A.M.; Hansen M.S.","Lurz, Philipp (35810676500); Muthurangu, Vivek (7801671480); Schievano, Silvia (13410386200); Nordmeyer, Johannes (56251341200); Bonhoeffer, Philipp (7007022476); Taylor, Andrew M. (57195810900); Hansen, Michael S. (35562748700)","35810676500; 7801671480; 13410386200; 56251341200; 7007022476; 57195810900; 35562748700","Feasibility and Reproducibility of Biventricular Volumetric Assessment of Cardiac Function During Exercise Using Real-Time Radial k-t SENSE Magnetic Resonance Imaging","2009","Journal of Magnetic Resonance Imaging","29","5","","1062","1070","8","55","10.1002/jmri.21762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66149124868&doi=10.1002%2fjmri.21762&partnerID=40&md5=0d1d6ca3e9cd2c53c05e78021a204664","Article","Final","","Scopus","2-s2.0-66149124868"
"Quail M.A.; Muthurangu V.; Taylor A.M.","Quail, Michael A. (35380885000); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900)","35380885000; 7801671480; 57195810900","Tetralogy of fallot","2012","Magnetic Resonance Imaging of Congenital Heart Disease","9781447142676","","","119","132","13","0","10.1007/978-1-4471-4267-6_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929032605&doi=10.1007%2f978-1-4471-4267-6_7&partnerID=40&md5=df5a56234446f5566699d37a894a7aed","Book chapter","Final","","Scopus","2-s2.0-84929032605"
"Lurz P.; Nordmeyer J.; Muthurangu V.; Khambadkone S.; Derrick G.; Yates R.; Sury M.; Bonhoeffer P.; Taylor A.M.","Lurz, Philipp (35810676500); Nordmeyer, Johannes (56251341200); Muthurangu, Vivek (7801671480); Khambadkone, Sachin (6603345564); Derrick, Graham (35511751900); Yates, Robert (35498381200); Sury, Michael (7003455656); Bonhoeffer, Philipp (7007022476); Taylor, Andrew M. (57195810900)","35810676500; 56251341200; 7801671480; 6603345564; 35511751900; 35498381200; 7003455656; 7007022476; 57195810900","Comparison of bare metal stenting and percutaneous pulmonary valve implantation for treatment of right ventricular outflow tract obstruction: Use of an X-Ray/Magnetic Resonance Hybrid Laboratory for Acute Physiological Assessment","2009","Circulation","119","23","","2995","3001","6","53","10.1161/CIRCULATIONAHA.108.836312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649560426&doi=10.1161%2fCIRCULATIONAHA.108.836312&partnerID=40&md5=2ca19d431c6891d2fb14e66be4f2815d","Article","Final","","Scopus","2-s2.0-67649560426"
"Kowalik G.T.; Steeden J.A.; Pandya B.; Atkinson D.; Taylor A.M.; Muthurangu V.","Kowalik, Grzegorz T (6602362169); Steeden, Jennifer A (36605240600); Pandya, Bejal (12545915200); Atkinson, David (57216116485); Taylor, Andrew M (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 36605240600; 12545915200; 57216116485; 57195810900; 7801671480","Real time flow with fast GPU reconstruction for continuous assessment of cardiac output","2012","Journal of Cardiovascular Magnetic Resonance","14","","W63","","","","1","10.1186/1532-429X-14-S1-W63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881103581&doi=10.1186%2f1532-429X-14-S1-W63&partnerID=40&md5=6f9f9d5ae48a82e5c2d2cf8c51e2cd1b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84881103581"
"Captur G.; Muthurangu V.; Cook C.; Flett A.S.; Wilson R.; Barison A.; Sado D.M.; Anderson S.; McKenna W.J.; Mohun T.J.; Elliott P.M.; Moon J.C.","Captur, Gabriella (6506837383); Muthurangu, Vivek (7801671480); Cook, Christopher (57210537531); Flett, Andrew S (6701780469); Wilson, Robert (57213804717); Barison, Andrea (24597524200); Sado, Daniel M (57203175810); Anderson, Sarah (57211580265); McKenna, William J (56672467900); Mohun, Timothy J (7004364635); Elliott, Perry M (7202244843); Moon, James C (7403231345)","6506837383; 7801671480; 57210537531; 6701780469; 57213804717; 24597524200; 57203175810; 57211580265; 56672467900; 7004364635; 7202244843; 7403231345","Quantification of left ventricular trabeculae using fractal analysis","2013","Journal of Cardiovascular Magnetic Resonance","15","1","36","","","","171","10.1186/1532-429X-15-36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877306053&doi=10.1186%2f1532-429X-15-36&partnerID=40&md5=f963c217fd9fa4cd6164d7fc29a0acf9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84877306053"
"Ludman A.J.; Yellon D.M.; Hasleton J.; Muthurangu V.","Ludman, A.J. (23667880400); Yellon, D.M. (7103223278); Hasleton, J. (35740487200); Muthurangu, Vivek (7801671480)","23667880400; 7103223278; 35740487200; 7801671480","Effect of erythropoietin as an adjunct to primary percutaneous coronary intervention: A randomised controlled clinical trial (Heart (2011) 97, (1560-1565))","2011","Heart","97","21","","1812","","","1","10.1136/hrt.2011.223867corr1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053650803&doi=10.1136%2fhrt.2011.223867corr1&partnerID=40&md5=dae04a433d070382679a9930d6987a44","Erratum","Final","","Scopus","2-s2.0-80053650803"
"Nordmeyer J.; Gaudin R.; Tann O.R.; Lurz P.C.; Bonhoeffer P.; Taylor A.M.; Muthurangu V.","Nordmeyer, Johannes (56251341200); Gaudin, Régis (16229813300); Tann, Oliver R. (24339325500); Lurz, Phillip C. (35810676500); Bonhoeffer, Phillip (7007022476); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","56251341200; 16229813300; 24339325500; 35810676500; 7007022476; 57195810900; 7801671480","MRI may be sufficient for noninvasive assessment of great vessel stents: An in vitro comparison of MRI, CT, and conventional angiography","2010","American Journal of Roentgenology","195","4","","865","871","6","30","10.2214/AJR.09.4166","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958601125&doi=10.2214%2fAJR.09.4166&partnerID=40&md5=4c3517f776c9108155dd042aa3914a0d","Article","Final","","Scopus","2-s2.0-77958601125"
"Muthurangu V.; Simpson J.M.; Razavi R.S.","Muthurangu, Vivek (7801671480); Simpson, John M. (7404325466); Razavi, Reza S. (59245696800)","7801671480; 7404325466; 59245696800","Spontaneous improvement of severe right ventricular dysfunction in the setting of hypoplasia of the left heart","2005","Cardiology in the Young","15","1","","75","78","3","4","10.1017/S1047951105000156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244381289&doi=10.1017%2fS1047951105000156&partnerID=40&md5=dbfd77c2255ec7d8c0ea0d699acb68d1","Article","Final","","Scopus","2-s2.0-18244381289"
"Steeden J.A.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480)","36605240600; 7801671480","Investigating the limitations of single breath-hold renal artery blood flow measurements using spiral phase contrast MR with R-R interval averaging","2015","Journal of Magnetic Resonance Imaging","41","4","","1143","1149","6","5","10.1002/jmri.24638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925335651&doi=10.1002%2fjmri.24638&partnerID=40&md5=9866d760c3bf460d3cd2b08345b8edb0","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84925335651"
"Moledina S.; De Bruyn A.; Schievano S.; Owens C.M.; Young C.; Haworth S.G.; Taylor A.M.; Schulze-Neick I.; Muthurangu V.","Moledina, Shahin (23985897400); De Bruyn, Annemijn (54392730100); Schievano, Silvia (13410386200); Owens, Catherine M. (7102511623); Young, Carol (57214298751); Haworth, Sheila G. (35513064700); Taylor, Andrew M. (57195810900); Schulze-Neick, Ingram (55971250300); Muthurangu, Vivek (7801671480)","23985897400; 54392730100; 13410386200; 7102511623; 57214298751; 35513064700; 57195810900; 55971250300; 7801671480","Fractal branching quantifies vascular changes and predicts survival in pulmonary hypertension: A proof of principle study","2011","Heart","97","15","","1245","1249","4","52","10.1136/hrt.2010.214130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960175815&doi=10.1136%2fhrt.2010.214130&partnerID=40&md5=605447f1bae68f4c90b2a119c6402780","Article","Final","","Scopus","2-s2.0-79960175815"
"Hansmann G.; Apitz C.; Abdul-Khaliq H.; Alastalo T.-P.; Beerbaum P.; Bonnet D.; Dubowy K.-O.; Gorenflo M.; Hager A.; Hilgendorff A.; Kaestner M.; Koestenberger M.; Koskenvuo J.W.; Kozlik-Feldmann R.; Kuehne T.; Lammers A.E.; Latus H.; Michel-Behnke I.; Miera O.; Moledina S.; Muthurangu V.; Pattathu J.; Schranz D.; Warnecke G.; Zartner P.","Hansmann, Georg (6602598910); Apitz, Christian (14629837200); Abdul-Khaliq, Hashim (55396587000); Alastalo, Tero-Pekka (6507562286); Beerbaum, Phillip (6603092199); Bonnet, Damien (55157529200); Dubowy, Karl-Otto (6506513927); Gorenflo, Matthias (6701548754); Hager, Alfred (8616170600); Hilgendorff, Anne (6602209999); Kaestner, Michael (16170343000); Koestenberger, Martin (6603356716); Koskenvuo, Juha W. (6603482815); Kozlik-Feldmann, Rainer (6602873914); Kuehne, Titus (6603086969); Lammers, Astrid E. (12239382500); Latus, Heiner (26633946200); Michel-Behnke, Ina (6603959427); Miera, Oliver (6508315937); Moledina, Shahin (23985897400); Muthurangu, Vivek (7801671480); Pattathu, Joseph (57207658576); Schranz, Dietmar (19738177700); Warnecke, Gregor (7005792389); Zartner, Peter (6603112801)","6602598910; 14629837200; 55396587000; 6507562286; 6603092199; 55157529200; 6506513927; 6701548754; 8616170600; 6602209999; 16170343000; 6603356716; 6603482815; 6602873914; 6603086969; 12239382500; 26633946200; 6603959427; 6508315937; 23985897400; 7801671480; 57207658576; 19738177700; 7005792389; 6603112801","Executive summary. Expert consensus statement on the diagnosis and treatment of paediatric pulmonary hypertension. The European Paediatric Pulmonary Vascular Disease Network, endorsed by ISHLT and DGPK","2016","Heart","102","","","86","100","14","97","10.1136/heartjnl-2015-309132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982112161&doi=10.1136%2fheartjnl-2015-309132&partnerID=40&md5=f2b03107850f39548e0f43e725f15a9e","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84982112161"
"Quail M.A.; Segers P.; Muthurangu V.","Quail, Michael A. (35380885000); Segers, Patrick (7005378428); Muthurangu, Vivek (7801671480)","35380885000; 7005378428; 7801671480","Reply to: “Letter to the editor: Comparing pace and speed in the pulmonary circulation?”","2016","American Journal of Physiology - Heart and Circulatory Physiology","310","7","","H950","","","0","10.1152/ajpheart.00120.2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982950061&doi=10.1152%2fajpheart.00120.2016&partnerID=40&md5=103da37fd302a66325ff89239598722f","Letter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84982950061"
"Kowalik G.T.; Steeden J.A.; Muthurangu V.","Kowalik, Grzegorz Tomasz (6602362169); Steeden, Jennifer Anne (36605240600); Muthurangu, Vivek (7801671480)","6602362169; 36605240600; 7801671480","Implementation of a generalized heterogeneous image reconstruction system for clinical magnetic resonance","2015","Concurrency and Computation: Practice and Experience","27","6","","1603","1611","8","3","10.1002/cpe.3349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925595059&doi=10.1002%2fcpe.3349&partnerID=40&md5=cf5359e7904025a9d28c40fcffedc88e","Article","Final","","Scopus","2-s2.0-84925595059"
"Kowalik G.T.; Steeden J.A.; Pandya B.; Odille F.; Atkinson D.; Taylor A.; Muthurangu V.","Kowalik, Grzegorz Tomasz (6602362169); Steeden, Jennifer Anne (36605240600); Pandya, Bejal (12545915200); Odille, Freddy (24463413800); Atkinson, David (57216116485); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 36605240600; 12545915200; 24463413800; 57216116485; 57195810900; 7801671480","Real-time flow with fast GPU reconstruction for continuous assessment of cardiac output","2012","Journal of Magnetic Resonance Imaging","36","6","","1477","1482","5","21","10.1002/jmri.23736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869470696&doi=10.1002%2fjmri.23736&partnerID=40&md5=8d3d79b403491786b8c5f8da28bcd536","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84869470696"
"Steeden J.A.; Atkinson D.; Hansen M.S.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Atkinson, David (57216116485); Hansen, Michael S. (35562748700); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 57216116485; 35562748700; 57195810900; 7801671480","Rapid flow assessment of congenital heart disease with high-spatiotemporal- resolution gated spiral phase-contrast MR imaging","2011","Radiology","260","1","","79","87","8","44","10.1148/radiol.11101844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959537780&doi=10.1148%2fradiol.11101844&partnerID=40&md5=5f734cd0271489cc2a762d55f4b41fd5","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79959537780"
"Uribe S.; Muthurangu V.; Boubertakh R.; Schaeffter T.; Razavi R.; Hill D.L.G.; Hansen M.S.","Uribe, Sergio (55122312100); Muthurangu, Vivek (7801671480); Boubertakh, Redha (56108683100); Schaeffter, Tobias (56821457500); Razavi, Reza (59245696800); Hill, Derek L. G. (57216093448); Hansen, Michael S. (35562748700)","55122312100; 7801671480; 56108683100; 56821457500; 59245696800; 57216093448; 35562748700","Whole-heart cine MRI using real-time respiratory self-gating","2007","Magnetic Resonance in Medicine","57","3","","606","613","7","113","10.1002/mrm.21156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847749977&doi=10.1002%2fmrm.21156&partnerID=40&md5=e3231a9e05278067fc2c7f7c53081e67","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-33847749977"
"Quail M.A.; Frigiola A.; Giardini A.; Muthurangu V.; Hughes M.; Lurz P.; Khambadkone S.; Deanfield J.E.; Tsang V.; Taylor A.M.","Quail, Michael A. (35380885000); Frigiola, Alessandra (57204096696); Giardini, Alessandro (7006043205); Muthurangu, Vivek (7801671480); Hughes, Marina (7402467863); Lurz, Philipp (35810676500); Khambadkone, Sachin (6603345564); Deanfield, John E. (7004333788); Tsang, Victor (56466227600); Taylor, Andrew M. (57195810900)","35380885000; 57204096696; 7006043205; 7801671480; 7402467863; 35810676500; 6603345564; 7004333788; 56466227600; 57195810900","Impact of pulmonary valve replacement in tetralogy of fallot with pulmonary regurgitation: A comparison of intervention and nonintervention","2012","Annals of Thoracic Surgery","94","5","","1619","1626","7","70","10.1016/j.athoracsur.2012.06.062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867814982&doi=10.1016%2fj.athoracsur.2012.06.062&partnerID=40&md5=2cce1287f8a01f67c33de262203d5f17","Article","Final","","Scopus","2-s2.0-84867814982"
"Henningsson M.; Greil G.F.; Burch M.; Hussain T.; Taylor A.M.; Muthurangu V.; Botnar R.M.; Dedieu N.","Henningsson, Markus (39061516600); Greil, Gerald F. (6602763985); Burch, Michael (7005588453); Hussain, Tarique (16241533100); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480); Botnar, Rene M. (35602500200); Dedieu, Nathalie (57188639834)","39061516600; 6602763985; 7005588453; 16241533100; 57195810900; 7801671480; 35602500200; 57188639834","Coronary magnetic resonance angiography in heterotopic heart transplant recipient","2014","Circulation","129","13","","1453","1455","2","3","10.1161/CIRCULATIONAHA.113.006844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897386160&doi=10.1161%2fCIRCULATIONAHA.113.006844&partnerID=40&md5=2c558a96c2a35aa2dc0be4d64f70a237","Note","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84897386160"
"Steeden J.A.; Jones A.; Pandya B.; Atkinson D.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Jones, Alexander (12795736600); Pandya, Bejal (12545915200); Atkinson, David (57216116485); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 12795736600; 12545915200; 57216116485; 57195810900; 7801671480","High-resolution slice-selective Fourier velocity encoding in congenital heart disease using spiral SENSE with velocity unwrap","2012","Magnetic Resonance in Medicine","67","6","","1538","1546","8","5","10.1002/mrm.24293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861232822&doi=10.1002%2fmrm.24293&partnerID=40&md5=af1b0d203b8322688e6c1509d3e5bad9","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84861232822"
